ano_lectivo,provincia,canton,parroquia,tipo_educacion,nivel_educacion,sostenimiento,area,regimen_escolar,total_docentes,total_estudiantes
2023-2024 Inicio,TUNGURAHUA,AMBATO,PILAGUIN (PILAHUIN),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,5
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,33
2023-2024 Inicio,PASTAZA,PASTAZA,RIO TIGRE,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,12
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,13
2023-2024 Inicio,TUNGURAHUA,AMBATO,PILAGUIN (PILAHUIN),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,6
2023-2024 Inicio,TUNGURAHUA,AMBATO,SANTA ROSA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,2,25
2023-2024 Inicio,PASTAZA,PASTAZA,RIO CORRIENTES,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,40
2023-2024 Inicio,PASTAZA,PASTAZA,FATIMA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,12
2023-2024 Inicio,TUNGURAHUA,AMBATO,PILAGUIN (PILAHUIN),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,7,54
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,29
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,54
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,8
2023-2024 Inicio,TUNGURAHUA,AMBATO,PILAGUIN (PILAHUIN),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,12,162
2023-2024 Inicio,PASTAZA,PASTAZA,MONTALVO (ANDOAS),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,4,101
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,CACHA (CAB. EN MACHANGARA),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,2,18
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,LICTO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,4,35
2023-2024 Inicio,TUNGURAHUA,AMBATO,SANTA ROSA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,9,151
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,LICTO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,2,15
2023-2024 Inicio,TUNGURAHUA,AMBATO,AUGUSTO N. MARTINEZ (MUNDUGLEO),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,2,12
2023-2024 Inicio,TUNGURAHUA,AMBATO,PILAGUIN (PILAHUIN),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,46
2023-2024 Inicio,PASTAZA,PASTAZA,MONTALVO (ANDOAS),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,18
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,7,123
2023-2024 Inicio,PASTAZA,PASTAZA,RIO TIGRE,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,16
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,15
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,42
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,PUNGALA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,3
2023-2024 Inicio,TUNGURAHUA,AMBATO,SAN FERNANDO (PASA SAN FERNANDO),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,25
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,PUNGALA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,7
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,MERCEDES MOLINA,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,2,36
2023-2024 Inicio,TUNGURAHUA,AMBATO,PILAGUIN (PILAHUIN),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,2,24
2023-2024 Inicio,TUNGURAHUA,AMBATO,PILAGUIN (PILAHUIN),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,8,55
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,36
2023-2024 Inicio,PASTAZA,PASTAZA,CANELOS,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,10
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,CALPI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,5,50
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,LICTO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,33
2023-2024 Inicio,MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,41
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,3,78
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,8,163
2023-2024 Inicio,PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,10
2023-2024 Inicio,MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,50
2023-2024 Inicio,PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,11
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,35
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,7
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,7
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,MERCEDES MOLINA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,3,48
2023-2024 Inicio,MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,16
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,48
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,6
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,SAN JUAN,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,4
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,11
2023-2024 Inicio,CHIMBORAZO,PALLATANGA,PALLATANGA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,8
2023-2024 Inicio,PASTAZA,PASTAZA,RIO TIGRE,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,4
2023-2024 Inicio,LOS RIOS,BABA,BABA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,3,61
2023-2024 Inicio,AZUAY,CUENCA,RICAURTE,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,32,734
2023-2024 Inicio,AZUAY,SANTA ISABEL,SANTA ISABEL (CHAGUARURCO),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,14,328
2023-2024 Inicio,CAÑAR,CAÑAR,CAÑAR,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,2,25
2023-2024 Inicio,GUAYAS,MILAGRO,CAMILO ANDRADE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,27,819
2023-2024 Inicio,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,11,271
2023-2024 Inicio,LOS RIOS,BABAHOYO,CLEMENTE BAQUERIZO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,45,1158
2023-2024 Inicio,TUNGURAHUA,SANTIAGO DE PILLARO,PILLARO,Ordinario,"Educación Inicial, Educación General Básica y Ofertas Intensivas",Fiscal,Urbana,Sierra,28,936
2023-2024 Inicio,LOS RIOS,BABAHOYO,PIMOCHA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,16
2023-2024 Inicio,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,3
2023-2024 Inicio,GUAYAS,EL EMPALME,VELASCO IBARRA (CAB. EL EMPALME),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,18,695
2023-2024 Inicio,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Costa,9,189
2023-2024 Inicio,LOS RIOS,PALENQUE,PALENQUE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,9,215
2023-2024 Inicio,LOS RIOS,QUEVEDO,SAN CRISTOBAL,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,53
2023-2024 Inicio,LOJA,PALTAS,GUACHANAMA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,4
2023-2024 Inicio,LOJA,PALTAS,CANGONAMA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,6
2023-2024 Inicio,LOJA,SOZORANGA,SOZORANGA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,10
2023-2024 Inicio,MANABI,CHONE,CONVENTO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,12
2023-2024 Inicio,MANABI,CHONE,SANTA RITA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,22
2023-2024 Inicio,MANABI,FLAVIO ALFARO,FLAVIO ALFARO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,11
2023-2024 Inicio,COTOPAXI,LATACUNGA,LA MATRIZ,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,92,2685
2023-2024 Inicio,GUAYAS,NARANJAL,TAURA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,13
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EL ESFUERZO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,10
2023-2024 Inicio,LOS RIOS,VENTANAS,VENTANAS,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,62,1770
2023-2024 Inicio,MANABI,JIPIJAPA,PEDRO PABLO GOMEZ,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,14,292
2023-2024 Inicio,GUAYAS,SALITRE,BOCANA,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Costa,10,238
2023-2024 Inicio,PICHINCHA,PUERTO QUITO,PUERTO QUITO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,23
2023-2024 Inicio,COTOPAXI,PANGUA,MORASPUNGO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,28
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,BOMBOLI,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,9,210
2023-2024 Inicio,LOJA,PUYANGO,VICENTINO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,15
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTA MARIA DEL TOACHI,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,16
2023-2024 Inicio,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS (CAB. EN LAS ARADAS),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,10
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EL ESFUERZO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,7
2023-2024 Inicio,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Costa,9,201
2023-2024 Inicio,COTOPAXI,PANGUA,RAMON CAMPAÑA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,13
2023-2024 Inicio,GUAYAS,DAULE,MAGRO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,9,261
2023-2024 Inicio,GUAYAS,PEDRO CARBO,SABANILLA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,35,711
2023-2024 Inicio,LOJA,ESPINDOLA,SANTA TERESITA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,15
2023-2024 Inicio,LOS RIOS,VENTANAS,ZAPOTAL,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,14
2023-2024 Inicio,GUAYAS,DAULE,LIMONAL,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,9,175
2023-2024 Inicio,GUAYAS,MILAGRO,ERNESTO SEMINARIO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,21,550
2023-2024 Inicio,LOJA,LOJA,SUCRE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,26,413
2023-2024 Inicio,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,23,604
2023-2024 Inicio,BOLIVAR,SAN MIGUEL,BILOVAN,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,8
2023-2024 Inicio,EL ORO,HUAQUILLAS,MILTON REYES,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,24,572
2023-2024 Inicio,PASTAZA,MERA,MADRE TIERRA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,25
2023-2024 Inicio,CHIMBORAZO,CHAMBO,CHAMBO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,2,29
2023-2024 Inicio,GUAYAS,BALZAR,BALZAR,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,21
2023-2024 Inicio,MANABI,JIPIJAPA,SAN LORENZO DE JIPIJAPA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,29
2023-2024 Inicio,GUAYAS,BALZAR,BALZAR,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,3,61
2023-2024 Inicio,GUAYAS,ISIDRO AYORA,ISIDRO AYORA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,15,311
2023-2024 Inicio,MANABI,FLAVIO ALFARO,FLAVIO ALFARO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,28
2023-2024 Inicio,EL ORO,SANTA ROSA,SANTA ROSA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,10,204
2023-2024 Inicio,LOS RIOS,QUEVEDO,LA ESPERANZA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,23,822
2023-2024 Inicio,AZUAY,PUCARA,PUCARA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,19
2023-2024 Inicio,CAÑAR,CAÑAR,SAN ANTONIO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,27
2023-2024 Inicio,LOS RIOS,PUEBLOVIEJO,SAN JUAN,Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,43
2023-2024 Inicio,LOS RIOS,URDANETA,CATARAMA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,4,102
2023-2024 Inicio,ESMERALDAS,ESMERALDAS,CORONEL CARLOS CONCHA TORRES (CAB. EN HUELE),Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,23
2023-2024 Inicio,LOS RIOS,VALENCIA,VALENCIA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,7
2023-2024 Inicio,EL ORO,HUAQUILLAS,UNION LOJANA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,10,197
2023-2024 Inicio,MANABI,CHONE,RICAURTE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,11
2023-2024 Inicio,BOLIVAR,CHIMBO,LA MAGDALENA (CHAPACOTO),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,8,120
2023-2024 Inicio,GUAYAS,BALZAR,BALZAR,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,37
2023-2024 Inicio,GUAYAS,NARANJAL,TAURA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,3,55
2023-2024 Inicio,GUAYAS,PEDRO CARBO,SABANILLA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,6,125
2023-2024 Inicio,IMBABURA,OTAVALO,SAN JOSE DE QUICHINCHE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,7,61
2023-2024 Inicio,LOS RIOS,QUEVEDO,24 DE MAYO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,4,74
2023-2024 Inicio,MANABI,CHONE,CHONE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,7
2023-2024 Inicio,MANABI,CHONE,SANTA RITA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,22
2023-2024 Inicio,MANABI,OLMEDO,OLMEDO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,15
2023-2024 Inicio,MORONA SANTIAGO,MORONA,MACAS,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,15,343
2023-2024 Inicio,PASTAZA,PASTAZA,VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,14
2023-2024 Inicio,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,48
2023-2024 Inicio,AZUAY,PUCARA,PUCARA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,6
2023-2024 Inicio,GUAYAS,EL TRIUNFO,EL TRIUNFO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,52
2023-2024 Inicio,GUAYAS,SALITRE,CANDILEJOS,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,29
2023-2024 Inicio,MANABI,MANTA,ELOY ALFARO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,7,155
2023-2024 Inicio,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,26
2023-2024 Inicio,LOJA,PINDAL,PINDAL,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,23
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ALLURIQUIN,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,9
2023-2024 Inicio,EL ORO,EL GUABO,TENDALES (CAB. EN PUERTO TENDALES),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,16,384
2023-2024 Inicio,COTOPAXI,SIGCHOS,SIGCHOS,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,8
2023-2024 Inicio,GUAYAS,MILAGRO,ERNESTO SEMINARIO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,8,175
2023-2024 Inicio,ESMERALDAS,ESMERALDAS,MAJUA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,12
2023-2024 Inicio,LOS RIOS,BUENA FE,PATRICIA PILAR,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,8,273
2023-2024 Inicio,LOS RIOS,VENTANAS,ZAPOTAL,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,32
2023-2024 Inicio,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Costa,10,100
2023-2024 Inicio,SUCUMBIOS,CUYABENO,TARAPOA,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,2,34
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,PUNIN,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,8,91
2023-2024 Inicio,GUAYAS,BALZAR,BALZAR,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,7
2023-2024 Inicio,EL ORO,SANTA ROSA,PUERTO JELI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,8,169
2023-2024 Inicio,CAÑAR,CAÑAR,HONORATO VASQUEZ (TAMBO VIEJO),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,13
2023-2024 Inicio,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,Educación General Básica,Particular,Urbana,Costa,6,192
2023-2024 Inicio,LOJA,CALVAS,CHILE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,10,100
2023-2024 Inicio,AZUAY,NABON,NABON,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,8
2023-2024 Inicio,TUNGURAHUA,AMBATO,CELIANO MONGE,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Sierra,14,283
2023-2024 Inicio,BOLIVAR,GUARANDA,ANGEL POLIBIO CHAVES,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Sierra,6,47
2023-2024 Inicio,LOJA,CALVAS,COLAISACA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,8
2023-2024 Inicio,GUAYAS,DAULE,LOS LOJAS (ENRIQUE BAQUERIZO MORENO),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,18
2023-2024 Inicio,MANABI,FLAVIO ALFARO,SAN FRANCISCO DE NOVILLO (CAB. EN NOVILLO),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,6
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,MALDONADO,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Sierra,20,465
2023-2024 Inicio,EL ORO,ARENILLAS,CARCABON,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,3,46
2023-2024 Inicio,AZUAY,CUENCA,OCTAVIO CORDERO PALACIOS (STA. ROSA),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,2,26
2023-2024 Inicio,PICHINCHA,QUITO,YARUQUI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,11,210
2023-2024 Inicio,AZUAY,CUENCA,SAYAUSI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,30,753
2023-2024 Inicio,MANABI,BOLIVAR,CALCETA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,5
2023-2024 Inicio,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,6
2023-2024 Inicio,COTOPAXI,LATACUNGA,JUAN MONTALVO (SAN SEBASTIAN),Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,5,34
2023-2024 Inicio,LOJA,QUILANGA,QUILANGA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,16
2023-2024 Inicio,GUAYAS,BALAO,BALAO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,9,295
2023-2024 Inicio,LOS RIOS,MOCACHE,MOCACHE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,25
2023-2024 Inicio,GUAYAS,SALITRE,JUNQUILLAL,Ordinario,Educación General Básica,Fiscal,Rural,Costa,3,69
2023-2024 Inicio,ZAMORA CHINCHIPE,PAQUISHA,PAQUISHA,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,9
2023-2024 Inicio,AZUAY,CHORDELEG,LUIS GALARZA ORELLANA (CAB. EN DELEGSOL),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,10,163
2023-2024 Inicio,LOJA,LOJA,QUINARA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,6
2023-2024 Inicio,AZUAY,CUENCA,BAÑOS,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,13,235
2023-2024 Inicio,EL ORO,PASAJE,BOLIVAR,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,27,678
2023-2024 Inicio,EL ORO,PORTOVELO,PORTOVELO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,15,320
2023-2024 Inicio,LOS RIOS,MONTALVO,MONTALVO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,5,56
2023-2024 Inicio,GUAYAS,EL EMPALME,VELASCO IBARRA (CAB. EL EMPALME),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,8,167
2023-2024 Inicio,GUAYAS,MILAGRO,ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,4,72
2023-2024 Inicio,GUAYAS,SAN JACINTO DE YAGUACHI,GENERAL PEDRO J. MONTERO (BOLICHE),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,3,59
2023-2024 Inicio,LOJA,MACARA,GENERAL ELOY ALFARO (SAN SEBASTIAN),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,16,272
2023-2024 Inicio,LOS RIOS,MOCACHE,MOCACHE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,65
2023-2024 Inicio,PASTAZA,SANTA CLARA,SAN JOSE,Ordinario,Educación Inicial y Educación General Básica,Fiscomisional,Rural,Sierra,6,63
2023-2024 Inicio,COTOPAXI,LA MANA,EL TRIUNFO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,45
2023-2024 Inicio,EL ORO,PIÑAS,SARACAY,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,1,12
2023-2024 Inicio,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,18,374
2023-2024 Inicio,AZUAY,GUALACEO,ZHIDMAD,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,8
2023-2024 Inicio,BOLIVAR,CALUMA,CALUMA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,2,19
2023-2024 Inicio,LOS RIOS,VINCES,ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,12
2023-2024 Inicio,ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,19
