ano_lectivo,provincia,canton,parroquia,tipo_educacion,nivel_educacion,sostenimiento,area,regimen_escolar,total_docentes,total_estudiantes
2023-2024 Inicio,LOS RIOS,QUEVEDO,VIVA ALFARO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,17,504
2023-2024 Inicio,MANABI,PICHINCHA,SAN SEBASTIAN,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,16
2023-2024 Inicio,LOS RIOS,VENTANAS,VENTANAS,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,24
2023-2024 Inicio,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,6,102
2023-2024 Inicio,GUAYAS,MILAGRO,MARISCAL SUCRE (HUAQUES),Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,30
2023-2024 Inicio,GUAYAS,SAN JACINTO DE YAGUACHI,SAN JACINTO DE YAGUACHI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,9,196
2023-2024 Inicio,MANABI,FLAVIO ALFARO,FLAVIO ALFARO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,20
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,GUALAQUIZA,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,2,26
2023-2024 Inicio,GUAYAS,NARANJAL,NARANJAL,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,73
2023-2024 Inicio,GUAYAS,SALITRE,JUNQUILLAL,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,8,208
2023-2024 Inicio,LOS RIOS,BABAHOYO,CLEMENTE BAQUERIZO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,13,300
2023-2024 Inicio,LOJA,PINDAL,PINDAL,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,13
2023-2024 Inicio,CHIMBORAZO,GUANO,EL ROSARIO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,9,66
2023-2024 Inicio,LOJA,GONZANAMA,SACAPALCA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,10
2023-2024 Inicio,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,16,400
2023-2024 Inicio,LOS RIOS,BUENA FE,SAN JACINTO DE BUENA FE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,14
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,16
2023-2024 Inicio,AZUAY,CUENCA,TARQUI,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,8
2023-2024 Inicio,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,7,159
2023-2024 Inicio,LOS RIOS,BABAHOYO,FEBRES CORDERO (LAS JUNTAS),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,8,144
2023-2024 Inicio,LOS RIOS,VALENCIA,VALENCIA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,22
2023-2024 Inicio,MANABI,SANTA ANA,LA UNION,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,19
2023-2024 Inicio,PICHINCHA,SAN MIGUEL DE LOS BANCOS,SAN MIGUEL DE LOS BANCOS,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,6
2023-2024 Inicio,EL ORO,LAS LAJAS,LA LIBERTAD,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,5,55
2023-2024 Inicio,GUAYAS,EL TRIUNFO,EL TRIUNFO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,11
2023-2024 Inicio,CHIMBORAZO,COLTA,JUAN DE VELASCO (PANGOR),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,4,48
2023-2024 Inicio,GUAYAS,PEDRO CARBO,PEDRO CARBO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,4,108
2023-2024 Inicio,MANABI,FLAVIO ALFARO,ZAPALLO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,11
2023-2024 Inicio,GUAYAS,SALITRE,BOCANA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,4,91
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,QUIMIAG,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,11
2023-2024 Inicio,AZUAY,SANTA ISABEL,SANTA ISABEL (CHAGUARURCO),Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,14
2023-2024 Inicio,ORELLANA,ORELLANA,LA BELLEZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,4,57
2023-2024 Inicio,LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,6
2023-2024 Inicio,LOJA,ESPINDOLA,AMALUZA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,8
2023-2024 Inicio,CAÑAR,AZOGUES,GUAPAN,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,7
2023-2024 Inicio,MANABI,CHONE,CHIBUNGA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,11
2023-2024 Inicio,ESMERALDAS,QUININDE,LA UNION,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,24
2023-2024 Inicio,LOS RIOS,URDANETA,RICAURTE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,35
2023-2024 Inicio,LOJA,ZAPOTILLO,ZAPOTILLO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,20,401
2023-2024 Inicio,EL ORO,ZARUMA,GUIZHAGUIÑA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,8
2023-2024 Inicio,CHIMBORAZO,GUANO,SANTA FE DE GALAN,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,13,137
2023-2024 Inicio,LOJA,PUYANGO,MERCADILLO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,7
2023-2024 Inicio,CAÑAR,BIBLIAN,BIBLIAN,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,12
2023-2024 Inicio,LOJA,ZAPOTILLO,PALETILLAS,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,7
2023-2024 Inicio,CARCHI,BOLIVAR,GARCIA MORENO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,1,9
2023-2024 Inicio,ESMERALDAS,QUININDE,MALIMPIA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,63
2023-2024 Inicio,GUAYAS,DAULE,LOS LOJAS (ENRIQUE BAQUERIZO MORENO),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,21
2023-2024 Inicio,LOJA,PUYANGO,CIANO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,4
2023-2024 Inicio,GUAYAS,EL TRIUNFO,EL TRIUNFO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,22
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,12
2023-2024 Inicio,BOLIVAR,SAN MIGUEL,SAN PABLO (SAN PABLO DE ATENAS),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,8
2023-2024 Inicio,IMBABURA,IBARRA,AMBUQUI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,7,94
2023-2024 Inicio,GUAYAS,DAULE,DAULE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,1,26
2023-2024 Inicio,GUAYAS,NARANJAL,NARANJAL,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,53
2023-2024 Inicio,LOJA,SARAGURO,SAN PABLO DE TENTA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,12
2023-2024 Inicio,LOS RIOS,URDANETA,RICAURTE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,36
2023-2024 Inicio,LOS RIOS,MOCACHE,MOCACHE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,26
2023-2024 Inicio,BOLIVAR,CHIMBO,TELIMBELA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,4
2023-2024 Inicio,GUAYAS,BALAO,BALAO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,23,814
2023-2024 Inicio,LOS RIOS,MOCACHE,MOCACHE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,28
2023-2024 Inicio,PICHINCHA,PUERTO QUITO,PUERTO QUITO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,25
2023-2024 Inicio,GUAYAS,EL EMPALME,EL ROSARIO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,29
2023-2024 Inicio,GUAYAS,NARANJAL,TAURA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,52
2023-2024 Inicio,AZUAY,PAUTE,DUG DUG,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,13,189
2023-2024 Inicio,CHIMBORAZO,GUANO,SAN ANDRES,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,4,13
2023-2024 Inicio,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,11
2023-2024 Inicio,AZUAY,EL PAN,SAN VICENTE,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,3,55
2023-2024 Inicio,AZUAY,CUENCA,CUMBE,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,6
2023-2024 Inicio,TUNGURAHUA,PATATE,PATATE,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,2,39
2023-2024 Inicio,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS (CAB. EN LAS ARADAS),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,6
2023-2024 Inicio,LOJA,ZAPOTILLO,ZAPOTILLO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,2,24
2023-2024 Inicio,AZUAY,SANTA ISABEL,ABDON CALDERON (LA UNION),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,8
2023-2024 Inicio,LOJA,PUYANGO,ALAMOR,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,6
2023-2024 Inicio,PICHINCHA,QUITO,NANEGALITO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,15
2023-2024 Inicio,LOS RIOS,URDANETA,CATARAMA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,22
2023-2024 Inicio,AZUAY,CUENCA,SAN JOAQUIN,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,3,30
2023-2024 Inicio,GUAYAS,BALZAR,BALZAR,Ordinario,Educación General Básica,Particular,Urbana,Costa,2,19
2023-2024 Inicio,LOJA,CALVAS,EL LUCERO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,6
2023-2024 Inicio,EL ORO,PIÑAS,SARACAY,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,3
2023-2024 Inicio,MANABI,FLAVIO ALFARO,SAN FRANCISCO DE NOVILLO (CAB. EN NOVILLO),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,33
2023-2024 Inicio,EL ORO,EL GUABO,TENDALES (CAB. EN PUERTO TENDALES),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,1,14
2023-2024 Inicio,MANABI,FLAVIO ALFARO,FLAVIO ALFARO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,12
2023-2024 Inicio,AZUAY,GUALACEO,MARIANO MORENO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,6
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ALLURIQUIN,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,10
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,VALLE HERMOSO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,16
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ALLURIQUIN,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,11
2023-2024 Inicio,TUNGURAHUA,BAÑOS DE AGUA SANTA,BAÑOS DE AGUA SANTA,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,7
2023-2024 Inicio,LOJA,LOJA,VALLE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,50,902
2023-2024 Inicio,LOS RIOS,BABA,GUARE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,48
2023-2024 Inicio,LOJA,CALVAS,COLAISACA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,3
2023-2024 Inicio,ESMERALDAS,ESMERALDAS,TACHINA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,3,84
2023-2024 Inicio,ESMERALDAS,ESMERALDAS,TACHINA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,16
2023-2024 Inicio,EL ORO,PORTOVELO,SALATI,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,8
2023-2024 Inicio,ESMERALDAS,MUISNE,BOLIVAR,Ordinario,Educación General Básica,Fiscal,Rural,Costa,8,145
2023-2024 Inicio,MANABI,CHONE,CANUTO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,22
2023-2024 Inicio,MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,42
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ALLURIQUIN,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,13
2023-2024 Inicio,GUAYAS,NARANJAL,NARANJAL,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,63
2023-2024 Inicio,GUAYAS,DAULE,DAULE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,17,382
2023-2024 Inicio,COTOPAXI,PUJILI,PILALO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,16
2023-2024 Inicio,PICHINCHA,QUITO,PACTO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,1,14
2023-2024 Inicio,GUAYAS,SALITRE,LA VICTORIA (ÑAUZA),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,24
2023-2024 Inicio,MANABI,CHONE,BOYACA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,10
2023-2024 Inicio,LOJA,CHAGUARPAMBA,EL ROSARIO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,9
2023-2024 Inicio,GUAYAS,DAULE,DAULE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,10,248
2023-2024 Inicio,GUAYAS,DAULE,JUAN BAUTISTA AGUIRRE (LOS TINTOS),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,31
2023-2024 Inicio,LOS RIOS,BABAHOYO,PIMOCHA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,4,103
2023-2024 Inicio,SANTA ELENA,SANTA ELENA,CHANDUY,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,7,161
2023-2024 Inicio,GUAYAS,SALITRE,JUNQUILLAL,Ordinario,Educación General Básica y Ofertas Intensivas,Fiscal,Rural,Costa,3,80
2023-2024 Inicio,MANABI,CHONE,ELOY ALFARO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,10
2023-2024 Inicio,LOJA,PALTAS,GUACHANAMA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,9
2023-2024 Inicio,AZUAY,CUENCA,SININCAY,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,7,116
2023-2024 Inicio,LOS RIOS,PALENQUE,PALENQUE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,18
2023-2024 Inicio,LOJA,GONZANAMA,NAMBACOLA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,11
2023-2024 Inicio,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,3,26
2023-2024 Inicio,AZUAY,CUENCA,CUMBE,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,9
2023-2024 Inicio,SANTA ELENA,SANTA ELENA,MANGLARALTO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,30,726
2023-2024 Inicio,GUAYAS,SAN JACINTO DE YAGUACHI,YAGUACHI VIEJO (CONE),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,41
2023-2024 Inicio,LOS RIOS,MONTALVO,MONTALVO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,32
2023-2024 Inicio,AZUAY,CUENCA,SANTA ANA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,5
2023-2024 Inicio,LOJA,MACARA,LA VICTORIA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,9
2023-2024 Inicio,LOJA,LOJA,VALLE,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,22
2023-2024 Inicio,EL ORO,ARENILLAS,PALMALES,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,17,292
2023-2024 Inicio,MANABI,BOLIVAR,CALCETA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,13
2023-2024 Inicio,EL ORO,SANTA ROSA,SANTA ROSA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,9,154
2023-2024 Inicio,AZUAY,CUENCA,LLACAO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,47
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ALLURIQUIN,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,17
2023-2024 Inicio,SUCUMBIOS,CUYABENO,TARAPOA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,2,21
2023-2024 Inicio,LOJA,LOJA,MALACATOS (VALLADOLID),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,7
2023-2024 Inicio,AZUAY,PAUTE,CHICAN (GUILLERMO ORTEGA),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,21
2023-2024 Inicio,MANABI,CHONE,RICAURTE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,8
2023-2024 Inicio,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,34
2023-2024 Inicio,LOJA,PINDAL,PINDAL,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,17
2023-2024 Inicio,LOS RIOS,BABAHOYO,DOCTOR CAMILO PONCE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,4,88
2023-2024 Inicio,PICHINCHA,QUITO,NAYON,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,8,94
2023-2024 Inicio,GUAYAS,SANTA LUCIA,SANTA LUCIA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,2,26
2023-2024 Inicio,AZUAY,CUENCA,MOLLETURO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,7
2023-2024 Inicio,ZAMORA CHINCHIPE,PAQUISHA,PAQUISHA,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,13
2023-2024 Inicio,GUAYAS,NARANJAL,NARANJAL,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,9,272
2023-2024 Inicio,AZUAY,CHORDELEG,PRINCIPAL,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,51
2023-2024 Inicio,GUAYAS,SANTA LUCIA,SANTA LUCIA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,20
2023-2024 Inicio,LOS RIOS,URDANETA,CATARAMA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,20
2023-2024 Inicio,SANTA ELENA,SANTA ELENA,SANTA ELENA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,3,90
2023-2024 Inicio,GUAYAS,GENERAL ANTONIO ELIZALDE,GENERAL ANTONIO ELIZALDE (BUCAY),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,27,811
2023-2024 Inicio,GUAYAS,SALITRE,JUNQUILLAL,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,10
2023-2024 Inicio,AZUAY,CUENCA,YANUNCAY,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,30,494
2023-2024 Inicio,ESMERALDAS,ESMERALDAS,ESMERALDAS,Ordinario,"Educación Inicial, Educación General Básica y Ofertas Intensivas",Fiscal,Urbana,Costa,37,906
2023-2024 Inicio,LOS RIOS,MOCACHE,MOCACHE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,20
2023-2024 Inicio,GUAYAS,EL TRIUNFO,EL TRIUNFO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,52
2023-2024 Inicio,ZAMORA CHINCHIPE,CHINCHIPE,CHITO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,36
2023-2024 Inicio,SANTA ELENA,SANTA ELENA,CHANDUY,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,20,565
2023-2024 Inicio,LOS RIOS,MOCACHE,MOCACHE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,36
2023-2024 Inicio,MANABI,CHONE,CHONE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,28
2023-2024 Inicio,SANTA ELENA,SANTA ELENA,MANGLARALTO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,19,466
2023-2024 Inicio,SANTA ELENA,SALINAS,JOSE LUIS TAMAYO (MUEY),Ordinario,Educación Inicial y Educación General Básica,Particular,Rural,Costa,16,235
2023-2024 Inicio,GUAYAS,SALITRE,LA VICTORIA (ÑAUZA),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,8,194
2023-2024 Inicio,GUAYAS,DAULE,LOS LOJAS (ENRIQUE BAQUERIZO MORENO),Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,65
2023-2024 Inicio,GUAYAS,MILAGRO,ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA),Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,62
2023-2024 Inicio,EL ORO,ARENILLAS,PALMALES,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,15
2023-2024 Inicio,LOJA,ESPINDOLA,SANTA TERESITA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,3
2023-2024 Inicio,GUAYAS,SALITRE,LA VICTORIA (ÑAUZA),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,21
2023-2024 Inicio,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,12
2023-2024 Inicio,LOJA,ZAPOTILLO,PALETILLAS,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,2
2023-2024 Inicio,MANABI,EL CARMEN,SAN PEDRO DE SUMA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,15
2023-2024 Inicio,GUAYAS,DAULE,DAULE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,34
2023-2024 Inicio,AZUAY,GUALACEO,ZHIDMAD,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,61
2023-2024 Inicio,ESMERALDAS,ESMERALDAS,CAMARONES (CAB. EN SAN VICENTE),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,11
2023-2024 Inicio,CHIMBORAZO,CUMANDA,CUMANDA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,2,31
2023-2024 Inicio,LOJA,SARAGURO,SELVA ALEGRE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,9
2023-2024 Inicio,AZUAY,NABON,NABON,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,8
2023-2024 Inicio,GUAYAS,EL EMPALME,GUAYAS (PUEBLO NUEVO),Ordinario,Educación General Básica,Fiscal,Rural,Costa,3,47
2023-2024 Inicio,ESMERALDAS,QUININDE,LA UNION,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,17
2023-2024 Inicio,MANABI,CHONE,SAN ANTONIO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,3,44
2023-2024 Inicio,LOS RIOS,PALENQUE,PALENQUE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,13
2023-2024 Inicio,AZUAY,CUENCA,TURI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,15,253
2023-2024 Inicio,LOJA,LOJA,VALLE,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,18
2023-2024 Inicio,AZUAY,CUENCA,CUMBE,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,17
2023-2024 Inicio,MANABI,FLAVIO ALFARO,ZAPALLO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,1
2023-2024 Inicio,ESMERALDAS,MUISNE,SAN GREGORIO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,12
2023-2024 Inicio,GUAYAS,CORONEL MARCELINO MARIDUEÑA,CORONEL MARCELINO MARIDUEÑA (SAN CARLOS),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,12,164
2023-2024 Inicio,LOJA,PINDAL,PINDAL,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,9
2023-2024 Inicio,GUAYAS,PALESTINA,PALESTINA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,4,99
2023-2024 Inicio,PICHINCHA,QUITO,AMAGUAÑA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,11,210
2023-2024 Inicio,GUAYAS,EL TRIUNFO,EL TRIUNFO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,14
2023-2024 Inicio,MANABI,FLAVIO ALFARO,FLAVIO ALFARO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,13
2023-2024 Inicio,LOS RIOS,QUEVEDO,SIETE DE OCTUBRE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,8,163
2023-2024 Inicio,AZUAY,CUENCA,VALLE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,33,678
2023-2024 Inicio,ESMERALDAS,MUISNE,SAN GREGORIO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,16
2023-2024 Inicio,LOJA,LOJA,QUINARA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,2,18
2023-2024 Inicio,COTOPAXI,LATACUNGA,POALO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,3,29
2023-2024 Inicio,AZUAY,SEVILLA DE ORO,SEVILLA DE ORO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,4,62
2023-2024 Inicio,CAÑAR,CAÑAR,ZHUD,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,1,24
2023-2024 Inicio,ZAMORA CHINCHIPE,CHINCHIPE,SAN ANDRES,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,14
